id,compartment,metabolite_dcid,metabolic_compartment_dcid
m00793c,dcs:CellularCompartmentCytosol,bio/HMDB0012715,bio/m00793c
m00793m,dcs:CellularCompartmentMitochondria,bio/HMDB0012715,bio/m00793m
m00793p,dcs:CellularCompartmentPeroxisome,bio/HMDB0012715,bio/m00793p
m00794c,dcs:CellularCompartmentCytosol,bio/3-hydroxypentadecanoyl-[ACP],bio/m00794c
m00795m,dcs:CellularCompartmentMitochondria,bio/3-hydroxypentadecanoyl-CoA,bio/m00795m
m00796c,dcs:CellularCompartmentCytosol,bio/3-hydroxypentanoyl-[ACP],bio/m00796c
m00797m,dcs:CellularCompartmentMitochondria,bio/HMDB0062352,bio/m00797m
m00798p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062353,bio/m00798p
m00799m,dcs:CellularCompartmentMitochondria,bio/HMDB0006807,bio/m00799m
m00800c,dcs:CellularCompartmentCytosol,bio/HMDB0060240,bio/m00800c
m00800p,dcs:CellularCompartmentPeroxisome,bio/HMDB0060240,bio/m00800p
m00801p,dcs:CellularCompartmentPeroxisome,bio/HMDB0012479,bio/m00801p
m00802c,dcs:CellularCompartmentCytosol,bio/3-hydroxytricosanoyl-CoA,bio/m00802c
m00803c,dcs:CellularCompartmentCytosol,bio/3-hydroxytridecanoyl-[ACP],bio/m00803c
m00804m,dcs:CellularCompartmentMitochondria,bio/3-hydroxytridecanoyl-CoA,bio/m00804m
m00805c,dcs:CellularCompartmentCytosol,bio/3-hydroxyundecanoyl-[ACP],bio/m00805c
m00806m,dcs:CellularCompartmentMitochondria,bio/3-hydroxyundecanoyl-CoA,bio/m00806m
m00807c,dcs:CellularCompartmentCytosol,bio/CHEMBL479789,bio/m00807c
m00808c,dcs:CellularCompartmentCytosol,bio/MNXM9327,bio/m00808c
m00809c,dcs:CellularCompartmentCytosol,bio/HMDB0006838,bio/m00809c
m00810s,dcs:CellularCompartmentExtracellular,bio/HMDB0001385,bio/m00810s
m00811c,dcs:CellularCompartmentCytosol,bio/MNXM164249,bio/m00811c
m00812s,dcs:CellularCompartmentExtracellular,bio/HMDB0001030,bio/m00812s
m00813p,dcs:CellularCompartmentPeroxisome,bio/HMDB0001351,bio/m00813p
m00814p,dcs:CellularCompartmentPeroxisome,bio/MNXM91783,bio/m00814p
m00815c,dcs:CellularCompartmentCytosol,bio/HMDB0002127,bio/m00815c
m00816c,dcs:CellularCompartmentCytosol,bio/HMDB0006512,bio/m00816c
m00816s,dcs:CellularCompartmentExtracellular,bio/HMDB0006512,bio/m00816s
m00817m,dcs:CellularCompartmentMitochondria,bio/HMDB0062355,bio/m00817m
m00818c,dcs:CellularCompartmentCytosol,bio/HMDB0005175,bio/m00818c
m00819c,dcs:CellularCompartmentCytosol,bio/CHEMBL1322392,bio/m00819c
m00820c,dcs:CellularCompartmentCytosol,bio/HMDB0004061,bio/m00820c
m00821c,dcs:CellularCompartmentCytosol,bio/CHEMBL1160785,bio/m00821c
m00822c,dcs:CellularCompartmentCytosol,bio/MNXM96099,bio/m00822c
m00823c,dcs:CellularCompartmentCytosol,bio/MNXM92055,bio/m00823c
m00824c,dcs:CellularCompartmentCytosol,bio/CHEMBL146554,bio/m00824c
m00824m,dcs:CellularCompartmentMitochondria,bio/CHEMBL146554,bio/m00824m
m00825m,dcs:CellularCompartmentMitochondria,bio/HMDB0000459,bio/m00825m
m00826m,dcs:CellularCompartmentMitochondria,bio/HMDB0001493,bio/m00826m
m00827m,dcs:CellularCompartmentMitochondria,bio/HMDB0001057,bio/m00827m
m00828c,dcs:CellularCompartmentCytosol,bio/HMDB0062356,bio/m00828c
m00828r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0062356,bio/m00828r
m00829c,dcs:CellularCompartmentCytosol,bio/HMDB0060076,bio/m00829c
m00830c,dcs:CellularCompartmentCytosol,bio/HMDB0001434,bio/m00830c
m00831m,dcs:CellularCompartmentMitochondria,bio/HMDB0060156,bio/m00831m
m00832p,dcs:CellularCompartmentPeroxisome,bio/3-oxo-(2S_6R_10R)-trimethyl-hendecanoyl-CoA,bio/m00832p
m00833p,dcs:CellularCompartmentPeroxisome,bio/3-oxo-(4R_8R_12R)-trimethyl-tridecanoyl-CoA,bio/m00833p
m00834m,dcs:CellularCompartmentMitochondria,bio/3-oxo-(6Z_9Z_12Z)-octadecatrienoyl-CoA,bio/m00834m
m00834p,dcs:CellularCompartmentPeroxisome,bio/3-oxo-(6Z_9Z_12Z)-octadecatrienoyl-CoA,bio/m00834p
m00835c,dcs:CellularCompartmentCytosol,bio/MNXM163671,bio/m00835c
m00835m,dcs:CellularCompartmentMitochondria,bio/MNXM163671,bio/m00835m
m00835p,dcs:CellularCompartmentPeroxisome,bio/MNXM163671,bio/m00835p
m00836m,dcs:CellularCompartmentMitochondria,bio/MNXM162902,bio/m00836m
m00836p,dcs:CellularCompartmentPeroxisome,bio/MNXM162902,bio/m00836p
m00837c,dcs:CellularCompartmentCytosol,bio/MNXM163672,bio/m00837c
m00837m,dcs:CellularCompartmentMitochondria,bio/MNXM163672,bio/m00837m
m00837p,dcs:CellularCompartmentPeroxisome,bio/MNXM163672,bio/m00837p
m00838m,dcs:CellularCompartmentMitochondria,bio/MNXM162903,bio/m00838m
m00838p,dcs:CellularCompartmentPeroxisome,bio/MNXM162903,bio/m00838p
m00839c,dcs:CellularCompartmentCytosol,bio/3-oxo-11cis-docosenoyl-CoA,bio/m00839c
m00840c,dcs:CellularCompartmentCytosol,bio/MNXM163188,bio/m00840c
m00840m,dcs:CellularCompartmentMitochondria,bio/MNXM163188,bio/m00840m
m00840p,dcs:CellularCompartmentPeroxisome,bio/MNXM163188,bio/m00840p
m00841m,dcs:CellularCompartmentMitochondria,bio/HMDB0062361,bio/m00841m
m00841p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062361,bio/m00841p
m00842c,dcs:CellularCompartmentCytosol,bio/MNXM163189,bio/m00842c
m00842m,dcs:CellularCompartmentMitochondria,bio/MNXM163189,bio/m00842m
m00842p,dcs:CellularCompartmentPeroxisome,bio/MNXM163189,bio/m00842p
m00843c,dcs:CellularCompartmentCytosol,bio/3-oxo-13-cis-eicosenoyl-CoA,bio/m00843c
m00843m,dcs:CellularCompartmentMitochondria,bio/3-oxo-13-cis-eicosenoyl-CoA,bio/m00843m
m00843p,dcs:CellularCompartmentPeroxisome,bio/3-oxo-13-cis-eicosenoyl-CoA,bio/m00843p
m00844m,dcs:CellularCompartmentMitochondria,bio/HMDB0060160,bio/m00844m
m00845m,dcs:CellularCompartmentMitochondria,bio/HMDB0060130,bio/m00845m
m00846m,dcs:CellularCompartmentMitochondria,bio/MNXM91381,bio/m00846m
m00846p,dcs:CellularCompartmentPeroxisome,bio/MNXM91381,bio/m00846p
m00847m,dcs:CellularCompartmentMitochondria,bio/MNXM91381,bio/m00847m
m00848m,dcs:CellularCompartmentMitochondria,bio/MNXM91381,bio/m00848m
m00849m,dcs:CellularCompartmentMitochondria,bio/3-oxo-7-hexadecenoyl-CoA,bio/m00849m
m00849p,dcs:CellularCompartmentPeroxisome,bio/3-oxo-7-hexadecenoyl-CoA,bio/m00849p
m00850m,dcs:CellularCompartmentMitochondria,bio/MNXM91381,bio/m00850m
m00851m,dcs:CellularCompartmentMitochondria,bio/MNXM91381,bio/m00851m
m00852c,dcs:CellularCompartmentCytosol,bio/3-oxo-9-cis-eicosenoyl-CoA,bio/m00852c
m00853p,dcs:CellularCompartmentPeroxisome,bio/HMDB0060220,bio/m00853p
m00854m,dcs:CellularCompartmentMitochondria,bio/MNXM166234,bio/m00854m
m00854p,dcs:CellularCompartmentPeroxisome,bio/MNXM166234,bio/m00854p
m00855m,dcs:CellularCompartmentMitochondria,bio/MNXM166235,bio/m00855m
m00855p,dcs:CellularCompartmentPeroxisome,bio/MNXM166235,bio/m00855p
m00856c,dcs:CellularCompartmentCytosol,bio/MNXM163190,bio/m00856c
m00856p,dcs:CellularCompartmentPeroxisome,bio/MNXM163190,bio/m00856p
m00857c,dcs:CellularCompartmentCytosol,bio/MNXM26616,bio/m00857c
m00858m,dcs:CellularCompartmentMitochondria,bio/HMDB0003939,bio/m00858m
m00858p,dcs:CellularCompartmentPeroxisome,bio/HMDB0003939,bio/m00858p
m00859c,dcs:CellularCompartmentCytosol,bio/MNXM166236,bio/m00859c
m00859m,dcs:CellularCompartmentMitochondria,bio/MNXM166236,bio/m00859m
m00859p,dcs:CellularCompartmentPeroxisome,bio/MNXM166236,bio/m00859p
m00860c,dcs:CellularCompartmentCytosol,bio/3-oxodocasa-cis_cis-13_16-dienoyl-CoA,bio/m00860c
m00861c,dcs:CellularCompartmentCytosol,bio/HMDB0060204,bio/m00861c
m00862c,dcs:CellularCompartmentCytosol,bio/MNXM91381,bio/m00862c
m00863c,dcs:CellularCompartmentCytosol,bio/HMDB0060200,bio/m00863c
m00864c,dcs:CellularCompartmentCytosol,bio/HMDB0060206,bio/m00864c
m00865c,dcs:CellularCompartmentCytosol,bio/HMDB0060211,bio/m00865c
m00866c,dcs:CellularCompartmentCytosol,bio/HMDB0060215,bio/m00866c
m00866m,dcs:CellularCompartmentMitochondria,bio/HMDB0060215,bio/m00866m
m00866p,dcs:CellularCompartmentPeroxisome,bio/HMDB0060215,bio/m00866p
m00867c,dcs:CellularCompartmentCytosol,bio/MNXM28933,bio/m00867c
m00868m,dcs:CellularCompartmentMitochondria,bio/HMDB0062368,bio/m00868m
m00868p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062368,bio/m00868p
m00869c,dcs:CellularCompartmentCytosol,bio/3-oxoeicosa-cis_cis_cis-11_14_17-trienoyl-CoA,bio/m00869c
m00870c,dcs:CellularCompartmentCytosol,bio/HMDB0060187,bio/m00870c
m00871c,dcs:CellularCompartmentCytosol,bio/3-oxo-eicosadienoyl-CoA,bio/m00871c
m00872c,dcs:CellularCompartmentCytosol,bio/HMDB0062369,bio/m00872c
m00872m,dcs:CellularCompartmentMitochondria,bio/HMDB0062369,bio/m00872m
m00872p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062369,bio/m00872p
m00873c,dcs:CellularCompartmentCytosol,bio/3-oxoheneicosanoyl-CoA,bio/m00873c
m00873m,dcs:CellularCompartmentMitochondria,bio/3-oxoheneicosanoyl-CoA,bio/m00873m
m00874c,dcs:CellularCompartmentCytosol,bio/3-oxoheptadecanoyl-[ACP],bio/m00874c
m00875m,dcs:CellularCompartmentMitochondria,bio/3-oxoheptadecanoyl-CoA,bio/m00875m
m00876c,dcs:CellularCompartmentCytosol,bio/3-oxoheptanoyl-[ACP],bio/m00876c
m00877m,dcs:CellularCompartmentMitochondria,bio/HMDB0062370,bio/m00877m
m00878c,dcs:CellularCompartmentCytosol,bio/HMDB0062371,bio/m00878c
m00878p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062371,bio/m00878p
m00879c,dcs:CellularCompartmentCytosol,bio/3-oxo-hexacosenoyl-CoA,bio/m00879c
m00879p,dcs:CellularCompartmentPeroxisome,bio/3-oxo-hexacosenoyl-CoA,bio/m00879p
m00880c,dcs:CellularCompartmentCytosol,bio/MNXM4345,bio/m00880c
m00881c,dcs:CellularCompartmentCytosol,bio/MNXM25602,bio/m00881c
m00882m,dcs:CellularCompartmentMitochondria,bio/HMDB0062372,bio/m00882m
m00882p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062372,bio/m00882p
m00883m,dcs:CellularCompartmentMitochondria,bio/MNXM166245,bio/m00883m
m00883p,dcs:CellularCompartmentPeroxisome,bio/MNXM166245,bio/m00883p
m00884m,dcs:CellularCompartmentMitochondria,bio/MNXM166247,bio/m00884m
m00884p,dcs:CellularCompartmentPeroxisome,bio/MNXM166247,bio/m00884p
m00885m,dcs:CellularCompartmentMitochondria,bio/3-oxomyrist-5-enoyl-CoA,bio/m00885m
m00885p,dcs:CellularCompartmentPeroxisome,bio/3-oxomyrist-5-enoyl-CoA,bio/m00885p
m00886m,dcs:CellularCompartmentMitochondria,bio/MNXM166248,bio/m00886m
m00886p,dcs:CellularCompartmentPeroxisome,bio/MNXM166248,bio/m00886p
m00887c,dcs:CellularCompartmentCytosol,bio/3-oxononadecanoyl-CoA,bio/m00887c
m00887m,dcs:CellularCompartmentMitochondria,bio/3-oxononadecanoyl-CoA,bio/m00887m
m00888c,dcs:CellularCompartmentCytosol,bio/3-oxononanoyl-[ACP],bio/m00888c
m00889m,dcs:CellularCompartmentMitochondria,bio/3-oxononanoyl-CoA,bio/m00889m
m00890c,dcs:CellularCompartmentCytosol,bio/HMDB0006498,bio/m00890c
m00890m,dcs:CellularCompartmentMitochondria,bio/HMDB0006498,bio/m00890m
m00890p,dcs:CellularCompartmentPeroxisome,bio/HMDB0006498,bio/m00890p
m00891c,dcs:CellularCompartmentCytosol,bio/MNXM28031,bio/m00891c
m00892m,dcs:CellularCompartmentMitochondria,bio/HMDB0062373,bio/m00892m
m00892p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062373,bio/m00892p
m00893m,dcs:CellularCompartmentMitochondria,bio/MNXM150997,bio/m00893m
m00893p,dcs:CellularCompartmentPeroxisome,bio/MNXM150997,bio/m00893p
m00894m,dcs:CellularCompartmentMitochondria,bio/HMDB0006402,bio/m00894m
m00894p,dcs:CellularCompartmentPeroxisome,bio/HMDB0006402,bio/m00894p
m00895m,dcs:CellularCompartmentMitochondria,bio/HMDB0006402,bio/m00895m
m00895p,dcs:CellularCompartmentPeroxisome,bio/HMDB0006402,bio/m00895p
m00896c,dcs:CellularCompartmentCytosol,bio/3-oxopentadecanoyl-[ACP],bio/m00896c
m00897m,dcs:CellularCompartmentMitochondria,bio/3-oxopentadecanoyl-CoA,bio/m00897m
m00898c,dcs:CellularCompartmentCytosol,bio/3-oxopentanoyl-[ACP],bio/m00898c
m00899m,dcs:CellularCompartmentMitochondria,bio/MNXM10118,bio/m00899m
m00900m,dcs:CellularCompartmentMitochondria,bio/HMDB0011111,bio/m00900m
m00901c,dcs:CellularCompartmentCytosol,bio/HMDB0060226,bio/m00901c
m00902c,dcs:CellularCompartmentCytosol,bio/MNXM164259,bio/m00902c
m00903c,dcs:CellularCompartmentCytosol,bio/HMDB0060229,bio/m00903c
m00904c,dcs:CellularCompartmentCytosol,bio/HMDB0060238,bio/m00904c
m00904p,dcs:CellularCompartmentPeroxisome,bio/HMDB0060238,bio/m00904p
m00905c,dcs:CellularCompartmentCytosol,bio/MNXM26095,bio/m00905c
m00906m,dcs:CellularCompartmentMitochondria,bio/HMDB0003935,bio/m00906m
m00906p,dcs:CellularCompartmentPeroxisome,bio/HMDB0003935,bio/m00906p
m00907c,dcs:CellularCompartmentCytosol,bio/3-oxotricosanoyl-CoA,bio/m00907c
m00908c,dcs:CellularCompartmentCytosol,bio/3-oxotridecanoyl-[ACP],bio/m00908c
m00909m,dcs:CellularCompartmentMitochondria,bio/3-oxotridecanoyl-CoA,bio/m00909m
m00910c,dcs:CellularCompartmentCytosol,bio/3-oxoundecanoyl-[ACP],bio/m00910c
m00911m,dcs:CellularCompartmentMitochondria,bio/3-oxoundecanoyl-CoA,bio/m00911m
m00912c,dcs:CellularCompartmentCytosol,bio/HMDB0011104,bio/m00912c
m00913c,dcs:CellularCompartmentCytosol,bio/CHEMBL1160563,bio/m00913c
m00913m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1160563,bio/m00913m
m00914c,dcs:CellularCompartmentCytosol,bio/HMDB0001024,bio/m00914c
m00915c,dcs:CellularCompartmentCytosol,bio/MNXM39835,bio/m00915c
m00916c,dcs:CellularCompartmentCytosol,bio/CHEMBL284377,bio/m00916c
m00917c,dcs:CellularCompartmentCytosol,bio/CHEMBL3544790,bio/m00917c
m00918c,dcs:CellularCompartmentCytosol,bio/CHEMBL1160508,bio/m00918c
m00918m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1160508,bio/m00918m
m00919c,dcs:CellularCompartmentCytosol,bio/HMDB0001405,bio/m00919c
m00919m,dcs:CellularCompartmentMitochondria,bio/HMDB0001405,bio/m00919m
m00920c,dcs:CellularCompartmentCytosol,bio/HMDB0004045,bio/m00920c
m00920m,dcs:CellularCompartmentMitochondria,bio/HMDB0004045,bio/m00920m
m00921c,dcs:CellularCompartmentCytosol,bio/CHEMBL460741,bio/m00921c
m00922c,dcs:CellularCompartmentCytosol,bio/HMDB0002031,bio/m00922c
m00923c,dcs:CellularCompartmentCytosol,bio/CHEMBL20962,bio/m00923c
m00924c,dcs:CellularCompartmentCytosol,bio/HMDB0004083,bio/m00924c
m00925c,dcs:CellularCompartmentCytosol,bio/HMDB0062374,bio/m00925c
m00926c,dcs:CellularCompartmentCytosol,bio/HMDB0000978,bio/m00926c
m00927c,dcs:CellularCompartmentCytosol,bio/HMDB0062375,bio/m00927c
m00928c,dcs:CellularCompartmentCytosol,bio/HMDB0060383,bio/m00928c
m00929c,dcs:CellularCompartmentCytosol,bio/HMDB0041809,bio/m00929c
m00930c,dcs:CellularCompartmentCytosol,bio/HMDB0041953,bio/m00930c
m00931c,dcs:CellularCompartmentCytosol,bio/HMDB0062376,bio/m00931c
m00932c,dcs:CellularCompartmentCytosol,bio/CHEMBL2311069,bio/m00932c
m00932s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2311069,bio/m00932s
m00933c,dcs:CellularCompartmentCytosol,bio/MNXM37161,bio/m00933c
m00933m,dcs:CellularCompartmentMitochondria,bio/MNXM37161,bio/m00933m
m00933p,dcs:CellularCompartmentPeroxisome,bio/MNXM37161,bio/m00933p
m00934m,dcs:CellularCompartmentMitochondria,bio/HMDB0062377,bio/m00934m
m00935m,dcs:CellularCompartmentMitochondria,bio/4(R)-hydroxy-dodec-(6Z)-enoate,bio/m00935m
m00936m,dcs:CellularCompartmentMitochondria,bio/4(S)-hydroxy-dodec-(6Z)-enoate,bio/m00936m
m00937c,dcs:CellularCompartmentCytosol,bio/HMDB0062378,bio/m00937c
m00938c,dcs:CellularCompartmentCytosol,bio/HMDB0012159,bio/m00938c
m00939c,dcs:CellularCompartmentCytosol,bio/MNXM484820,bio/m00939c
m00940c,dcs:CellularCompartmentCytosol,bio/HMDB0012160,bio/m00940c
m00941c,dcs:CellularCompartmentCytosol,bio/CHEMBL10850,bio/m00941c
m00942c,dcs:CellularCompartmentCytosol,bio/HMDB0062381,bio/m00942c
m00943c,dcs:CellularCompartmentCytosol,bio/HMDB0006840,bio/m00943c
m00944c,dcs:CellularCompartmentCytosol,bio/HMDB0060391,bio/m00944c
m00945c,dcs:CellularCompartmentCytosol,bio/HMDB0060280,bio/m00945c
m00946c,dcs:CellularCompartmentCytosol,bio/HMDB0001399,bio/m00946c
m00947c,dcs:CellularCompartmentCytosol,bio/HMDB0004077,bio/m00947c
m00948p,dcs:CellularCompartmentPeroxisome,bio/HMDB0060167,bio/m00948p
m00949c,dcs:CellularCompartmentCytosol,bio/HMDB0060289,bio/m00949c
m00950c,dcs:CellularCompartmentCytosol,bio/HMDB0006202,bio/m00950c
m00950m,dcs:CellularCompartmentMitochondria,bio/HMDB0006202,bio/m00950m
m00951c,dcs:CellularCompartmentCytosol,bio/HMDB0062382,bio/m00951c
m00952c,dcs:CellularCompartmentCytosol,bio/HMDB0003681,bio/m00952c
m00953c,dcs:CellularCompartmentCytosol,bio/HMDB0006927,bio/m00953c
m00954c,dcs:CellularCompartmentCytosol,bio/HMDB0012165,bio/m00954c
m00955c,dcs:CellularCompartmentCytosol,bio/MNXM6904,bio/m00955c
m00956c,dcs:CellularCompartmentCytosol,bio/HMDB0012166,bio/m00956c
m00957c,dcs:CellularCompartmentCytosol,bio/HMDB0012167,bio/m00957c
m00958c,dcs:CellularCompartmentCytosol,bio/HMDB0012168,bio/m00958c
m00959c,dcs:CellularCompartmentCytosol,bio/MNXM89470,bio/m00959c
m00960c,dcs:CellularCompartmentCytosol,bio/HMDB0012169,bio/m00960c
m00961c,dcs:CellularCompartmentCytosol,bio/HMDB0012170,bio/m00961c
m00962c,dcs:CellularCompartmentCytosol,bio/HMDB0012171,bio/m00962c
m00963c,dcs:CellularCompartmentCytosol,bio/HMDB0012172,bio/m00963c
m00964c,dcs:CellularCompartmentCytosol,bio/HMDB0012173,bio/m00964c
m00965c,dcs:CellularCompartmentCytosol,bio/HMDB0002281,bio/m00965c
m00965n,dcs:CellularCompartmentNucleus,bio/HMDB0002281,bio/m00965n
m00966c,dcs:CellularCompartmentCytosol,bio/HMDB0012174,bio/m00966c
m00967c,dcs:CellularCompartmentCytosol,bio/MNXM4376,bio/m00967c
m00968c,dcs:CellularCompartmentCytosol,bio/HMDB0001217,bio/m00968c
m00969c,dcs:CellularCompartmentCytosol,bio/CHEMBL2261442,bio/m00969c
m00969m,dcs:CellularCompartmentMitochondria,bio/CHEMBL2261442,bio/m00969m
m00969s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2261442,bio/m00969s
m00970c,dcs:CellularCompartmentCytosol,bio/CHEMBL96,bio/m00970c
m00970l,dcs:CellularCompartmentLysosome,bio/CHEMBL96,bio/m00970l
m00970m,dcs:CellularCompartmentMitochondria,bio/CHEMBL96,bio/m00970m
m00970s,dcs:CellularCompartmentExtracellular,bio/CHEMBL96,bio/m00970s
m00971c,dcs:CellularCompartmentCytosol,bio/CHEMBL274826,bio/m00971c
m00971r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL274826,bio/m00971r
m00972c,dcs:CellularCompartmentCytosol,bio/HMDB0062395,bio/m00972c
m00973c,dcs:CellularCompartmentCytosol,bio/HMDB0062396,bio/m00973c
m00974c,dcs:CellularCompartmentCytosol,bio/CHEMBL57284,bio/m00974c
m00975c,dcs:CellularCompartmentCytosol,bio/HMDB0062398,bio/m00975c
m00976c,dcs:CellularCompartmentCytosol,bio/HMDB0062399,bio/m00976c
m00977c,dcs:CellularCompartmentCytosol,bio/MNXM39196,bio/m00977c
m00978c,dcs:CellularCompartmentCytosol,bio/MNXM10437,bio/m00978c
m00979c,dcs:CellularCompartmentCytosol,bio/MNXM6137,bio/m00979c
m00980m,dcs:CellularCompartmentMitochondria,bio/HMDB0002145,bio/m00980m
m00980p,dcs:CellularCompartmentPeroxisome,bio/HMDB0002145,bio/m00980p
m00981c,dcs:CellularCompartmentCytosol,bio/CHEMBL66879,bio/m00981c
m00982c,dcs:CellularCompartmentCytosol,bio/HMDB0060153,bio/m00982c
m00983c,dcs:CellularCompartmentCytosol,bio/HMDB0060287,bio/m00983c
m00984c,dcs:CellularCompartmentCytosol,bio/MNXM163681,bio/m00984c
m00985c,dcs:CellularCompartmentCytosol,bio/CHEMBL17416,bio/m00985c
m00986c,dcs:CellularCompartmentCytosol,bio/CHEMBL1412489,bio/m00986c
m00986l,dcs:CellularCompartmentLysosome,bio/CHEMBL1412489,bio/m00986l
m00986r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1412489,bio/m00986r
m00986s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1412489,bio/m00986s
m00987c,dcs:CellularCompartmentCytosol,bio/HMDB0060139,bio/m00987c
m00987m,dcs:CellularCompartmentMitochondria,bio/HMDB0060139,bio/m00987m
m00987p,dcs:CellularCompartmentPeroxisome,bio/HMDB0060139,bio/m00987p
m00987r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0060139,bio/m00987r
m00988c,dcs:CellularCompartmentCytosol,bio/CHEMBL454280,bio/m00988c
m00989m,dcs:CellularCompartmentMitochondria,bio/HMDB0002070,bio/m00989m
m00990c,dcs:CellularCompartmentCytosol,bio/CHEMBL299155,bio/m00990c
m00991c,dcs:CellularCompartmentCytosol,bio/HMDB0062403,bio/m00991c
m00992c,dcs:CellularCompartmentCytosol,bio/HMDB0062404,bio/m00992c
m00993c,dcs:CellularCompartmentCytosol,bio/CHEMBL1329343,bio/m00993c
m00993r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1329343,bio/m00993r
m00994c,dcs:CellularCompartmentCytosol,bio/HMDB0060112,bio/m00994c
m00994r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0060112,bio/m00994r
m00995c,dcs:CellularCompartmentCytosol,bio/CHEMBL441343,bio/m00995c
m00995m,dcs:CellularCompartmentMitochondria,bio/CHEMBL441343,bio/m00995m
m00996c,dcs:CellularCompartmentCytosol,bio/HMDB0006467,bio/m00996c
m00997c,dcs:CellularCompartmentCytosol,bio/HMDB0012777,bio/m00997c
m00998c,dcs:CellularCompartmentCytosol,bio/CHEMBL1710849,bio/m00998c
m00998s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1710849,bio/m00998s
m00999c,dcs:CellularCompartmentCytosol,bio/MNXM166383,bio/m00999c
m01000c,dcs:CellularCompartmentCytosol,bio/HMDB0005895,bio/m01000c
m01000l,dcs:CellularCompartmentLysosome,bio/HMDB0005895,bio/m01000l
m01000r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0005895,bio/m01000r
m01001c,dcs:CellularCompartmentCytosol,bio/HMDB0012780,bio/m01001c
m01001m,dcs:CellularCompartmentMitochondria,bio/HMDB0012780,bio/m01001m
m01001p,dcs:CellularCompartmentPeroxisome,bio/HMDB0012780,bio/m01001p
m01001r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0012780,bio/m01001r
m01002c,dcs:CellularCompartmentCytosol,bio/HMDB0003767,bio/m01002c
m01003c,dcs:CellularCompartmentCytosol,bio/CHEMBL1772,bio/m01003c
m01003s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1772,bio/m01003s
m01004c,dcs:CellularCompartmentCytosol,bio/CHEMBL1162489,bio/m01004c
m01005c,dcs:CellularCompartmentCytosol,bio/CHEMBL607712,bio/m01005c
m01005m,dcs:CellularCompartmentMitochondria,bio/CHEMBL607712,bio/m01005m
m01006c,dcs:CellularCompartmentCytosol,bio/CHEMBL1329343,bio/m01006c
m01006s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1329343,bio/m01006s
m01007c,dcs:CellularCompartmentCytosol,bio/CHEMBL3942720,bio/m01007c
m01007s,dcs:CellularCompartmentExtracellular,bio/CHEMBL3942720,bio/m01007s
m01008c,dcs:CellularCompartmentCytosol,bio/MNXM164305,bio/m01008c
m01008r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM164305,bio/m01008r
