id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,metabolite_dcid
m01450n,"""cholesterol""",dcs:CellularCompartmentNucleus,C27H46O,chsterol,"""CHEBI:1307929""",CHEMBL112570,C00187,MNXM103,HMDB0000067,11025495,LMST01010001,bio/CHEMBL112570
CE2313_c,"""4,4-Dimethylcholesta-8(9),14-Dien-3Beta-Ol""",dcs:CellularCompartmentCytosol,C29H48O,CE2313,,,,MNXM166287,HMDB0060147,,,bio/HMDB0060147
CE2313_r,"""4,4-Dimethylcholesta-8(9),14-Dien-3Beta-Ol""",dcs:CellularCompartmentEndoplasmicReticulum,C29H48O,CE2313,,,,MNXM166287,HMDB0060147,,,bio/HMDB0060147
m00943r,"""4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol""",dcs:CellularCompartmentEndoplasmicReticulum,C29H50O,,,,C15915,MNXM5534,HMDB0006840,23724604,LMST01010225,bio/HMDB0006840
CE6027_c,"""24,25,26,27-Tetranor-23-Oxo-Hydroxyvitamin D3""",dcs:CellularCompartmentCytosol,C23H34O3,CE6027,,,,MNXM164173,HMDB0060114,,,bio/HMDB0060114
CE6027_m,"""24,25,26,27-Tetranor-23-Oxo-Hydroxyvitamin D3""",dcs:CellularCompartmentMitochondria,C23H34O3,CE6027,,,,MNXM164173,HMDB0060114,,,bio/HMDB0060114
CE4837_c,"""Tetracosa-9,12,15,18-All-Cis-Tetraenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C45H70N7O17P3S,CE4837,"""CHEBI:63548""",,C16171,MNXM165171,HMDB0006516,53477846,,bio/HMDB0006516
m00681r,"""2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H68N7O17P3S,,,,,MNXM145987,HMDB0060224,,,bio/HMDB0060224
CE4837_r,"""Tetracosa-9,12,15,18-All-Cis-Tetraenoyl Coenzyme A""",dcs:CellularCompartmentEndoplasmicReticulum,C45H70N7O17P3S,CE4837,"""CHEBI:63548""",,C16171,MNXM165171,HMDB0006516,53477846,,bio/HMDB0006516
m00864r,"""3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H64N7O18P3S,,,,,MNXM164263,HMDB0060206,,,bio/HMDB0060206
m00714r,"""3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H66N7O18P3S,,,,,MNXM164188,HMDB0060212,,,bio/HMDB0060212
m00074r,"""(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H64N7O17P3S,,,,,MNXM145822,HMDB0060202,,,bio/HMDB0060202
m00903r,"""3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H68N7O18P3S,,,,,MNXM164266,HMDB0060229,,,bio/HMDB0060229
m00716r,"""3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H70N7O18P3S,,,,,MNXM150760,HMDB0060234,,,bio/HMDB0060234
m00870r,"""3-oxoeicosa-cis,cis-11,14-dienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H64N7O18P3S,,,,,MNXM164268,HMDB0060187,,,bio/HMDB0060187
m00087r,"""(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H66N7O18P3S,,,,,MNXM163965,HMDB0060189,,,bio/HMDB0060189
m03007r,"""trans,cis,cis-2,11,14-eicosatrienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H64N7O17P3S,,,,,MNXM165186,HMDB0060186,,,bio/HMDB0060186
m00865r,"""3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H66N7O18P3S,,,,,MNXM164264,HMDB0060211,,,bio/HMDB0060211
m00698r,"""3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H68N7O18P3S,,,,,MNXM150755,HMDB0060214,,,bio/HMDB0060214
m03004r,"""trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H66N7O17P3S,,,,,MNXM161733,HMDB0060209,,,bio/HMDB0060209
m03002r,"""trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H64N7O17P3S,,,,,MNXM161731,HMDB0060201,,,bio/HMDB0060201
m00861r,"""3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H64N7O18P3S,,,,,MNXM164261,HMDB0060204,,,bio/HMDB0060204
m00711r,"""3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H66N7O18P3S,,,,,MNXM150759,HMDB0060210,,,bio/HMDB0060210
m03003r,"""trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H68N7O17P3S,,,,,MNXM161732,HMDB0060223,,,bio/HMDB0060223
m00901r,"""3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H68N7O18P3S,,,,,MNXM164265,HMDB0060226,,,bio/HMDB0060226
CE5049_c,"""One Carbon Unit""",dcs:CellularCompartmentCytosol,CH2,CE5049,,,,,,,,bio/One Carbon Unit
m01071l,"""5alpha-dihydrotestosterone-sulfate""",dcs:CellularCompartmentLysosome,C19H29O5S,5adtststerones,,,,MNXM10347,HMDB0006278,18665256,LMST05020023,bio/HMDB0006278
m01069l,"""5-alpha-dihydrotestosterone""",dcs:CellularCompartmentLysosome,C19H30O2,5adtststerone,"""CHEBI:16330""",CHEMBL27769,C03917,MNXM162520,HMDB0002961,10635,LMST02020042,bio/CHEMBL27769
m01071r,"""5alpha-dihydrotestosterone-sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C19H29O5S,5adtststerones,,,,MNXM10347,HMDB0006278,18665256,LMST05020023,bio/HMDB0006278
m01338l,"""androsterone""",dcs:CellularCompartmentLysosome,C19H30O2,andrstrn,"""CHEBI:16032""",CHEMBL87285,C00523,MNXM162746,HMDB0000031,12306765,LMST02020001,bio/CHEMBL87285
m01337l,"""androsterone sulfate""",dcs:CellularCompartmentLysosome,C19H29O5S,,,,,MNXM42074,HMDB0002759,159663,,bio/HMDB0002759
m01337r,"""androsterone sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C19H29O5S,,,,,MNXM42074,HMDB0002759,159663,,bio/HMDB0002759
m00840r,"""3-oxo-11-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H66N7O18P3S,,,,,MNXM163188,,,,bio/MNXM163188
m00842r,"""3-oxo-13cis-docosenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H70N7O18P3S,,,,,MNXM163189,,,,bio/MNXM163189
m00856r,"""3-oxo-cis-15-tetracosaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H74N7O18P3S,,,,,MNXM163190,,,,bio/MNXM163190
m00700r,"""3(S)-hydroxy-11-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H68N7O18P3S,,,,,MNXM163172,,,,bio/MNXM163172
m03012r,"""trans,cis-2,11-eicosadienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H66N7O17P3S,,,,,MNXM163588,,,,bio/MNXM163588
m00701r,"""3(S)-hydroxy-13-cis-docosenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H72N7O18P3S,,,,,MNXM163173,,,,bio/MNXM163173
m03013r,"""trans,cis-2,13-docosadienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H70N7O17P3S,,,,,MNXM163589,,,,bio/MNXM163589
m02138g,"""hordenine""",dcs:CellularCompartmentGolgiApparatus,C10H16NO,,"""CHEBI:5764""",CHEMBL505789,C06199,MNXM11832,HMDB0004366,68313,,bio/CHEMBL505789
m02499g,"""N,N-dimethyldopaminequinone""",dcs:CellularCompartmentGolgiApparatus,C10H14NO2,,,,,MNXM163443,,,,bio/MNXM163443
m02138l,"""hordenine""",dcs:CellularCompartmentLysosome,C10H16NO,,"""CHEBI:5764""",CHEMBL505789,C06199,MNXM11832,HMDB0004366,68313,,bio/CHEMBL505789
m02499l,"""N,N-dimethyldopaminequinone""",dcs:CellularCompartmentLysosome,C10H14NO2,,,,,MNXM163443,,,,bio/MNXM163443
m00709r,"""3(S)-hydroxy-cis-15-tetracosaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H76N7O18P3S,,,,,MNXM163174,,,,bio/MNXM163174
m03015r,"""trans,cis-2,15-tetracosadienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H74N7O17P3S,,,,,MNXM163590,,,,bio/MNXM163590
CE5160_c,"""3-Oxo-Cis-9-Octadecenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C39H62N7O18P3S,CE5160,,,,MNXM163191,,,,bio/MNXM163191
CE5160_r,"""3-Oxo-Cis-9-Octadecenoyl Coenzyme A""",dcs:CellularCompartmentEndoplasmicReticulum,C39H62N7O18P3S,CE5160,,,,MNXM163191,,,,bio/MNXM163191
CE5161_c,"""3(S)-Hydroxy-Cis-9-Octadecenoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C39H64N7O18P3S,CE5161,,,,MNXM163175,,,,bio/MNXM163175
CE5161_r,"""3(S)-Hydroxy-Cis-9-Octadecenoyl Coenzyme A""",dcs:CellularCompartmentEndoplasmicReticulum,C39H64N7O18P3S,CE5161,,,,MNXM163175,,,,bio/MNXM163175
CE5162_c,"""Trans,Cis-2,9-Octadecadienoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C39H62N7O17P3S,CE5162,,,,MNXM163591,,,,bio/MNXM163591
CE5162_r,"""Trans,Cis-2,9-Octadecadienoyl Coenzyme A""",dcs:CellularCompartmentEndoplasmicReticulum,C39H62N7O17P3S,CE5162,,,,MNXM163591,,,,bio/MNXM163591
CE5168_m,"""24(R),25(R)-Varanoyl Coenzyme A""",dcs:CellularCompartmentMitochondria,C48H76N7O21P3S,,,,,,,,,bio/24(R)_25(R)-Varanoyl Coenzyme A
CE5168_p,"""24(R),25(R)-Varanoyl Coenzyme A""",dcs:CellularCompartmentPeroxisome,C48H76N7O21P3S,,,,,,,,,bio/24(R)_25(R)-Varanoyl Coenzyme A
CE5168_c,"""24(R),25(R)-Varanoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C48H76N7O21P3S,CE5168,,,,MNXM166027,,,,bio/MNXM166027
CE5169_c,"""24-Oxo-25(R)-Trihydroxycoprostanoyl Coenzyme A""",dcs:CellularCompartmentCytosol,C48H74N7O21P3S,,"""CHEBI:27379""",,C05467,,HMDB0006891,440690,,bio/HMDB0006891
CE5169_m,"""24-Oxo-25(R)-Trihydroxycoprostanoyl Coenzyme A""",dcs:CellularCompartmentMitochondria,C48H74N7O21P3S,,"""CHEBI:27379""",,C05467,,HMDB0006891,440690,,bio/HMDB0006891
CE5169_p,"""24-Oxo-25(R)-Trihydroxycoprostanoyl Coenzyme A""",dcs:CellularCompartmentPeroxisome,C48H74N7O21P3S,,"""CHEBI:27379""",,C05467,,HMDB0006891,440690,,bio/HMDB0006891
m01428s,"""CDP-ethanolamine""",dcs:CellularCompartmentExtracellular,C11H19N4O11P2,cdpea,"""CHEBI:16732""",,C00570,MNXM449,HMDB0001564,123727,,bio/HMDB0001564
12dgr120_s,"""1,2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0)""",dcs:CellularCompartmentExtracellular,C27H52O5,12dgr120,,,,MNXM4939,,,,bio/MNXM4939
m02171g,"""inositol""",dcs:CellularCompartmentGolgiApparatus,C6H12O6,inost,"""CHEBI:17268""",CHEMBL1222251,C00137,MNXM127,HMDB0000211,892,,bio/CHEMBL1222251
m00279r,"""11,12-EET""",dcs:CellularCompartmentEndoplasmicReticulum,C20H31O3,,,CHEMBL128339,C14770,MNXM6048,HMDB04673,5353269,LMFA03080004,bio/CHEMBL128339
m02896g,"""serine""",dcs:CellularCompartmentGolgiApparatus,C3H7NO3,ser__L,"""CHEBI:17115""",CHEMBL11298,C00065,MNXM53,HMDB0000187,5951,,bio/CHEMBL11298
m02896r,"""serine""",dcs:CellularCompartmentEndoplasmicReticulum,C3H7NO3,ser__L,"""CHEBI:17115""",CHEMBL11298,C00065,MNXM53,HMDB0000187,5951,,bio/CHEMBL11298
m00740c,"""3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H60N7O20P3S,,,,,MNXM162898,,,,bio/MNXM162898
m00689c,"""3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H62N7O20P3S,,,,,MNXM162895,,,,bio/MNXM162895
m00836c,"""3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C39H58N7O19P3S,,,,,MNXM162902,,,,bio/MNXM162902
m00690c,"""3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H62N7O20P3S,,,,,MNXM162896,,,,bio/MNXM162896
m00741c,"""3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H60N7O20P3S,,,,,MNXM162899,,,,bio/MNXM162899
m00838c,"""3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C39H58N7O19P3S,,,,,MNXM162903,,,,bio/MNXM162903
m00751r,"""3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al""",dcs:CellularCompartmentEndoplasmicReticulum,C27H46O4,,"""CHEBI:48940""",,C01301,MNXM867,HMDB0003533,,,bio/HMDB0003533
m00766s,"""3-carboxy-alpha-chromanol""",dcs:CellularCompartmentExtracellular,C16H21O4,,,,,MNXM163170,HMDB0062349,9943542,,bio/HMDB0062349
m01321s,"""alpha-CEHC-glucuronide""",dcs:CellularCompartmentExtracellular,C22H29O10,,,,,MNXM15963,HMDB0062445,,,bio/HMDB0062445
m00766l,"""3-carboxy-alpha-chromanol""",dcs:CellularCompartmentLysosome,C16H21O4,,,,,MNXM163170,HMDB0062349,9943542,,bio/HMDB0062349
m01321l,"""alpha-CEHC-glucuronide""",dcs:CellularCompartmentLysosome,C22H29O10,,,,,MNXM15963,HMDB0062445,,,bio/HMDB0062445
m02796m,"""prostaglandin J2""",dcs:CellularCompartmentMitochondria,C20H29O4,,"""CHEBI:27485""",CHEMBL1397260,C05957,MNXM7704,HMDB0002710,5280884,LMFA03010019,bio/CHEMBL1397260
m01662m,"""delta-12-prostaglandin J2""",dcs:CellularCompartmentMitochondria,C20H29O4,,,,,MNXM6638,HMDB0004238,114678,,bio/HMDB0004238
m00252r,"""10,11-dihydro-12-epi-LTB4""",dcs:CellularCompartmentEndoplasmicReticulum,C20H33O4,,,,,MNXM162617,,,,bio/MNXM162617
m00688c,"""3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C39H60N7O19P3S,,,,,MNXM162894,,,,bio/MNXM162894
m00687c,"""3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate""",dcs:CellularCompartmentCytosol,C18H29O4,,,,,MNXM161244,,,,bio/MNXM161244
m00846c,"""3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H62N7O20P3S,,,,,MNXM91381,,,,bio/MNXM91381
m00691c,"""3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H64N7O20P3S,,,,,MNXM162897,HMDB0062199,,,bio/HMDB0062199
m01123m,"""5-oxo-12-HETE""",dcs:CellularCompartmentMitochondria,C20H29O4,,,,,MNXM162741,HMDB0062423,,,bio/HMDB0062423
m01123p,"""5-oxo-12-HETE""",dcs:CellularCompartmentPeroxisome,C20H29O4,,,,,MNXM162741,HMDB0062423,,,bio/HMDB0062423
m00590r,"""20-hydroxy-5S-HETE""",dcs:CellularCompartmentEndoplasmicReticulum,C20H31O4,,,,,MNXM164163,,,,bio/MNXM164163
m01040n,"""5(S)-HETE""",dcs:CellularCompartmentNucleus,C20H31O3,,"""CHEBI:28209""",CHEMBL164813,C04805,MNXM38414,HMDB0011134,5280733,LMFA03060002,bio/CHEMBL164813
m01050n,"""5,15-DiHETE""",dcs:CellularCompartmentNucleus,C20H31O4,,,,,MNXM164329,HMDB0010216,5283158,LMFA03060010,bio/HMDB0010216
m01126m,"""5-oxo-ETE""",dcs:CellularCompartmentMitochondria,C20H29O3,,,,,MNXM94297,,1831,LMFA03060011,bio/MNXM94297
m01040p,"""5(S)-HETE""",dcs:CellularCompartmentPeroxisome,C20H31O3,,"""CHEBI:28209""",CHEMBL164813,C04805,MNXM38414,HMDB0011134,5280733,LMFA03060002,bio/CHEMBL164813
m01126p,"""5-oxo-ETE""",dcs:CellularCompartmentPeroxisome,C20H29O3,,,,,MNXM94297,,1831,LMFA03060011,bio/MNXM94297
m01056n,"""5,6-epoxy,(18R)-HEPE""",dcs:CellularCompartmentNucleus,C20H27O4,,,,,MNXM163684,HMDB0062410,,,bio/HMDB0062410
m00028n,"""(18R)-HEPE""",dcs:CellularCompartmentNucleus,C20H29O3,,"""CHEBI:81563""",,,MNXM33782,HMDB0012611,16061126,,bio/HMDB0012611
m02364n,"""leukotriene B4""",dcs:CellularCompartmentNucleus,C20H31O4,leuktrB4,"""CHEBI:15647""",CHEMBL65061,C02165,MNXM162284,HMDB0001085,5280492,LMFA03020001,bio/CHEMBL65061
m00307n,"""12(S)-HETE""",dcs:CellularCompartmentNucleus,C20H31O3,,,,,MNXM13980,,5312983,LMFA03060064,bio/MNXM13980
m01047r,"""5,12,20-TriHETE""",dcs:CellularCompartmentEndoplasmicReticulum,C20H31O5,,,,,MNXM164328,,1589,,bio/MNXM164328
C08276_c,"""3-(Methylthio)Propionate""",dcs:CellularCompartmentCytosol,C4H7O2S,C08276,"""CHEBI:1438""",CHEMBL116212,C08276,MNXM2782,HMDB0001527,563,,bio/CHEMBL116212
ch4s_c,"""Methanethiol""",dcs:CellularCompartmentCytosol,CH4S,ch4s,,,,MNXM652,HMDB0003227,878,,bio/HMDB0003227
acryl_c,"""Acrylate""",dcs:CellularCompartmentCytosol,C3H3O2,acryl,,CHEMBL1213529,,MNXM1368,HMDB0031647,6581,,bio/CHEMBL1213529
m00309m,"""12(S)-HPETE""",dcs:CellularCompartmentMitochondria,C20H31O4,12HPET,"""CHEBI:15626""",CHEMBL1447811,C05965,MNXM13989,HMDB0004243,5280892,LMFA03060013,bio/CHEMBL1447811
m02096m,"""hepoxilin A3""",dcs:CellularCompartmentMitochondria,C20H31O4,,"""CHEBI:15631""",,C04849,MNXM4921,HMDB0004688,21158465,LMFA03080012,bio/HMDB0004688
m00309n,"""12(S)-HPETE""",dcs:CellularCompartmentNucleus,C20H31O4,12HPET,"""CHEBI:15626""",CHEMBL1447811,C05965,MNXM13989,HMDB0004243,5280892,LMFA03060013,bio/CHEMBL1447811
m02096n,"""hepoxilin A3""",dcs:CellularCompartmentNucleus,C20H31O4,,"""CHEBI:15631""",,C04849,MNXM4921,HMDB0004688,21158465,LMFA03080012,bio/HMDB0004688
m02097m,"""hepoxilin A3-c""",dcs:CellularCompartmentMitochondria,C30H47N3O10S,,,,,MNXM163405,,,LMFA03090008,bio/MNXM163405
m01234m,"""9-deoxy-delta12-PGD2""",dcs:CellularCompartmentMitochondria,C20H31O4,,,,,MNXM151627,HMDB0060103,,,bio/HMDB0060103
m02859m,"""S-(9-deoxy-delta12-PGD2)-glutathione""",dcs:CellularCompartmentMitochondria,C30H47N3O10S,,,,,MNXM81238,HMDB0013057,53481597,,bio/HMDB0013057
m01234r,"""9-deoxy-delta12-PGD2""",dcs:CellularCompartmentEndoplasmicReticulum,C20H31O4,,,,,MNXM151627,HMDB0060103,,,bio/HMDB0060103
m02859r,"""S-(9-deoxy-delta12-PGD2)-glutathione""",dcs:CellularCompartmentEndoplasmicReticulum,C30H47N3O10S,,,,,MNXM81238,HMDB0013057,53481597,,bio/HMDB0013057
m02864m,"""S-(PGJ2)-glutathione""",dcs:CellularCompartmentMitochondria,C30H45N3O10S,,,,,MNXM81250,HMDB0013063,53481603,,bio/HMDB0013063
m02864r,"""S-(PGJ2)-glutathione""",dcs:CellularCompartmentEndoplasmicReticulum,C30H45N3O10S,,,,,MNXM81250,HMDB0013063,53481603,,bio/HMDB0013063
m02860m,"""S-(9-deoxy-delta9,12-PGD2)-glutathione""",dcs:CellularCompartmentMitochondria,C30H45N3O10S,,,,,MNXM81239,HMDB0013058,53481598,,bio/HMDB0013058
m02860r,"""S-(9-deoxy-delta9,12-PGD2)-glutathione""",dcs:CellularCompartmentEndoplasmicReticulum,C30H45N3O10S,,,,,MNXM81239,HMDB0013058,53481598,,bio/HMDB0013058
m02863m,"""S-(PGA2)-glutathione""",dcs:CellularCompartmentMitochondria,C30H45N3O10S,,,,,MNXM81249,HMDB0013062,53481602,,bio/HMDB0013062
m02777r,"""prostaglandin A2""",dcs:CellularCompartmentEndoplasmicReticulum,C20H29O4,,"""CHEBI:27820""",CHEMBL1084643,C05953,MNXM7702,HMDB0002752,22833602,LMFA03010035,bio/CHEMBL1084643
m02863r,"""S-(PGA2)-glutathione""",dcs:CellularCompartmentEndoplasmicReticulum,C30H45N3O10S,,,,,MNXM81249,HMDB0013062,53481602,,bio/HMDB0013062
m02776m,"""prostaglandin A1""",dcs:CellularCompartmentMitochondria,C20H31O4,,"""CHEBI:15545""",CHEMBL1084644,C04685,MNXM4788,HMDB0002656,5281912,LMFA03010005,bio/CHEMBL1084644
m02862m,"""S-(PGA1)-glutathione""",dcs:CellularCompartmentMitochondria,C30H47N3O10S,,,,C11304,MNXM81247,HMDB0013061,5281898,,bio/HMDB0013061
m02776r,"""prostaglandin A1""",dcs:CellularCompartmentEndoplasmicReticulum,C20H31O4,,"""CHEBI:15545""",CHEMBL1084644,C04685,MNXM4788,HMDB0002656,5281912,LMFA03010005,bio/CHEMBL1084644
m02862r,"""S-(PGA1)-glutathione""",dcs:CellularCompartmentEndoplasmicReticulum,C30H47N3O10S,,,,C11304,MNXM81247,HMDB0013061,5281898,,bio/HMDB0013061
m00421c,"""18-CoA-18-oxo-dinor-LTB4""",dcs:CellularCompartmentCytosol,C39H55N7O21P3S,,,,,MNXM33750,,53481490,,bio/MNXM33750
m02649c,"""omega-carboxy-trinor-LTB4""",dcs:CellularCompartmentCytosol,C18H24O6,,,,,MNXM65538,HMDB0013032,53481589,,bio/HMDB0013032
m00420c,"""18,20-dioxo-20-CoA-LTB4""",dcs:CellularCompartmentCytosol,C41H57N7O22P3S,,,,,MNXM33740,,53481487,,bio/MNXM33740
m00581c,"""20-CoA-20-oxo-18r-hydroxy-LTB4""",dcs:CellularCompartmentCytosol,C41H59N7O22P3S,,,,,MNXM35480,,,,bio/MNXM35480
CE2516_c,"""(8Z,11Z,14Z)-Eicosatrienoic Acid""",dcs:CellularCompartmentCytosol,C20H33O2,CE2516,"""CHEBI:53486""",CHEMBL465183,C03242,MNXM5607,HMDB0002925,5280581,,bio/CHEMBL465183
m02785n,"""prostaglandin E1""",dcs:CellularCompartmentNucleus,C20H33O5,prostge1,"""CHEBI:15544""",CHEMBL495,C04741,MNXM162507,HMDB0001442,5280723,LMFA03010134,bio/CHEMBL495
m02793n,"""prostaglandin H1""",dcs:CellularCompartmentNucleus,C20H33O5,,,,,MNXM78300,HMDB0013041,5283048,,bio/HMDB0013041
m00329m,"""12-oxo-20-carboxy-LTB4""",dcs:CellularCompartmentMitochondria,C20H26O6,,,,,MNXM33276,HMDB0012550,53481457,,bio/HMDB0012550
m00328m,"""12-oxo-10,11-dihydro-20-COOH-LTB4""",dcs:CellularCompartmentMitochondria,C20H28O6,,,,,MNXM33275,HMDB0012549,53481456,,bio/HMDB0012549
m00329p,"""12-oxo-20-carboxy-LTB4""",dcs:CellularCompartmentPeroxisome,C20H26O6,,,,,MNXM33276,HMDB0012550,53481457,,bio/HMDB0012550
m00328p,"""12-oxo-10,11-dihydro-20-COOH-LTB4""",dcs:CellularCompartmentPeroxisome,C20H28O6,,,,,MNXM33275,HMDB0012549,53481456,,bio/HMDB0012549
CE4794_p,"""Cis-6-Dodecenoyl Coenzyme A""",dcs:CellularCompartmentPeroxisome,C33H52N7O17P3S,,,,,,,,,bio/Cis-6-Dodecenoyl Coenzyme A
m00678c,"""2-trans-4-cis-decadienoyl-CoA""",dcs:CellularCompartmentCytosol,C31H46N7O17P3S,,,,,MNXM1601,HMDB0062344,22833562,,bio/HMDB0062344
m03035c,"""trans-3-decenoyl-CoA""",dcs:CellularCompartmentCytosol,C31H48N7O17P3S,,,,,MNXM90096,HMDB0002137,16019966,,bio/HMDB0002137
m02891r,"""selenomethionine""",dcs:CellularCompartmentEndoplasmicReticulum,C5H11NO2Se,selmeth,"""CHEBI:27585""",CHEMBL1474517,C05335,MNXM1676,HMDB0003966,15103,,bio/CHEMBL1474517
m02892r,"""selenomethionine-se-oxide""",dcs:CellularCompartmentEndoplasmicReticulum,C5H11NO3Se,,,,C05708,MNXM81813,HMDB0060257,17754089,,bio/HMDB0060257
m01115n,"""5-methyl-THF""",dcs:CellularCompartmentNucleus,C20H24N7O6,5mthf,"""CHEBI:15641""",CHEMBL1231574,C00440,MNXM318,HMDB0001396,439234,,bio/CHEMBL1231574
m02980n,"""THF""",dcs:CellularCompartmentNucleus,C19H21N7O6,thf,"""CHEBI:20506""",CHEMBL2021342,C00101,MNXM79,HMDB0001846,91443,,bio/CHEMBL2021342
m02890n,"""selenohomocysteine""",dcs:CellularCompartmentNucleus,C4H9NO2Se,selhcys,"""CHEBI:9068""",,C05698,MNXM2562,HMDB0004119,440763,,bio/HMDB0004119
m02891n,"""selenomethionine""",dcs:CellularCompartmentNucleus,C5H11NO2Se,selmeth,"""CHEBI:27585""",CHEMBL1474517,C05335,MNXM1676,HMDB0003966,15103,,bio/CHEMBL1474517
m01115r,"""5-methyl-THF""",dcs:CellularCompartmentEndoplasmicReticulum,C20H24N7O6,5mthf,"""CHEBI:15641""",CHEMBL1231574,C00440,MNXM318,HMDB0001396,439234,,bio/CHEMBL1231574
m02980r,"""THF""",dcs:CellularCompartmentEndoplasmicReticulum,C19H21N7O6,thf,"""CHEBI:20506""",CHEMBL2021342,C00101,MNXM79,HMDB0001846,91443,,bio/CHEMBL2021342
m02890r,"""selenohomocysteine""",dcs:CellularCompartmentEndoplasmicReticulum,C4H9NO2Se,selhcys,"""CHEBI:9068""",,C05698,MNXM2562,HMDB0004119,440763,,bio/HMDB0004119
m02617r,"""noradrenaline""",dcs:CellularCompartmentEndoplasmicReticulum,C8H12NO3,nrpphr,"""CHEBI:18357""",CHEMBL1437,C00547,MNXM31869,HMDB0000216,439260,,bio/CHEMBL1437
